winner,opponent_1,opponent_2,community_cards,winner_card_type
"8s,8d","5s,5c","7d,Js","8h,8c,2c,Ts,5h",Four of a Kind
"Td,Tc","Jc,Kh","6h,Jh","Th,Kd,Ad,Ts,7c",Four of a Kind
"7d,7s","8s,8d","Ks,Ad","Td,7c,9s,4s,7h",Four of a Kind
"4h,Ah","8s,8d","8h,8c","6s,4c,4s,4d,2s",Four of a Kind
"Jc,Jd","Td,Tc","5c,Kc","8c,5d,3s,Js,Jh",Four of a Kind
"8d,Kd","6d,Ad","6c,6h","9d,Qd,Jd,Td,As",Straight Flush
"Qh,Qc","6d,6s","8h,8c","5d,Qd,Qs,4h,4c",Four of a Kind
"7d,7s","9d,9h","8h,8c","7c,7h,Jh,4h,4s",Four of a Kind
"7d,7s","8s,8d","9c,Th","5d,7c,5s,7h,6h",Four of a Kind
"Jc,Ah","8s,8d","7s,Tc","Jd,Jh,7h,Ad,Js",Four of a Kind
"Kc,Kd","7d,7s","4s,4d","Jd,6s,4c,Kh,Ks",Four of a Kind
"Td,Tc","Qh,Qc","7d,8d","Ts,9s,4c,8h,Th",Four of a Kind
"Ac,As","Jc,Jd","7s,Js","7h,Ah,9s,Ad,2c",Four of a Kind
"8s,8d","Jc,Jd","4s,Qs","Th,5c,8c,9d,8h",Four of a Kind
"Td,Tc","Qh,Qc","6d,As","3h,Th,Ts,3s,7s",Four of a Kind
"Kc,Kd","7d,7s","6d,9d","5d,Qc,Ks,Kh,Td",Four of a Kind
"Jc,Jd","8s,8d","Qd,Ah","Js,4d,Kc,2s,Jh",Four of a Kind
"Ts,Kh","Jc,Jd","Th,Qc","Kd,Ks,Ah,4h,Kc",Four of a Kind
"Ac,As","7d,7s","6s,Ks","5h,Ad,Ts,2d,Ah",Four of a Kind
"4h,Ah","Qh,Qc","2s,Js","2h,5h,Kh,3h,2c",Straight Flush
"Td,Tc","Jc,Kh","Js,Ks","Ts,Qh,Ac,Th,5h",Four of a Kind
"Jc,Jd","8s,8d","7h,Kh","3s,5s,Js,6d,Jh",Four of a Kind
"7d,7s","8s,As","6d,9d","Ah,Tc,7h,Qd,7c",Four of a Kind
"Td,Tc","Kc,Ac","2h,Ks","5d,Kh,Ts,7s,Th",Four of a Kind
"6d,6s","Qh,As","2h,Ks","6c,Qd,4d,Kd,6h",Four of a Kind
"7d,7s","5d,Ad","9c,Ks","7c,9d,Ah,3d,7h",Four of a Kind
"Ac,As","Qh,Qc","Js,Kc","Ad,Ts,Td,8s,Ah",Four of a Kind
"8s,8d","Qh,Qc","5h,Kd","Td,Th,8c,2c,8h",Four of a Kind
"Js,Ks","Qh,Qc","Qd,Ah","Kh,5c,Jd,Kd,Kc",Four of a Kind
"Td,Tc","Kd,As","4d,Kh","Ts,4s,Ad,Jh,Th",Four of a Kind
"8s,8d","Ac,As","9s,Qh","8c,3s,Kc,8h,4s",Four of a Kind
"6d,6s","Kc,Kd","3h,Ah","2s,6h,9h,6c,7c",Four of a Kind
"8s,Ah","Td,Tc","5h,Kd","8c,8h,Jc,8d,5d",Four of a Kind
"7d,7s","8s,8d","8h,9h","Jd,5s,3c,7c,7h",Four of a Kind
"5s,5c","Kc,Kd","7s,Tc","5h,3c,5d,Td,2h",Four of a Kind
"Qs,Kh","Ts,As","9h,Qh","Ac,9c,Kc,Kd,Ks",Four of a Kind
"Td,Tc","9h,Ac","8c,Kh","9c,Ad,Th,Jd,Ts",Four of a Kind
"6d,6s","Ts,Kh","7c,7d","Jc,6c,Td,3h,6h",Four of a Kind
"8s,8d","9s,Ks","4c,Ac","8h,Qc,Kc,8c,5s",Four of a Kind
"9d,9h","Kd,As","3d,Ac","9c,Ks,Qh,9s,Qd",Four of a Kind
"Jc,Qc","Ac,As","7s,Js","Ts,9c,Td,Kc,Tc",Straight Flush
"7d,7s","Td,Tc","2s,2c","4s,Jh,7c,Jc,7h",Four of a Kind
"Td,Tc","Kc,Ac","5h,Jh","Kh,4d,Ts,5d,Th",Four of a Kind
"6d,6s","Td,Tc","3h,Ah","6h,5s,6c,Jd,Qh",Four of a Kind
"7d,7s","8s,8d","5h,Qh","Td,7h,2c,6h,7c",Four of a Kind
"Jc,Jd","Ac,As","4s,4d","Js,7h,6s,Jh,5d",Four of a Kind
"8s,8d","7h,Ac","6d,Qd","7s,8c,7d,4c,8h",Four of a Kind
"7d,7s","Qh,Qc","2s,2c","5d,Kh,7c,3h,7h",Four of a Kind
"Ts,Qs","5s,5c","Tc,Jh","7s,As,Ks,Js,5d",Royal Flush
"Kc,Kd","Td,Tc","6h,Jh","Ks,5d,Jd,Kh,9s",Four of a Kind
"9d,9h","Kc,Kd","5d,Ad","9c,Jh,Ts,5h,9s",Four of a Kind
"Th,Kh","9h,Ac","Jc,Qs","Kd,Ah,Kc,Ks,3s",Four of a Kind
"Jc,Jd","Ts,Ac","6d,Qd","Ad,2c,Jh,Js,Ah",Four of a Kind
"Td,Tc","Kc,Kd","6s,Jh","Th,4h,Ts,Ac,3d",Four of a Kind
"Jc,Ah","Qh,Qc","8d,Td","Ac,2d,Ad,As,9d",Four of a Kind
"Kc,Kd","Qh,Ah","2s,As","Qd,Kh,Jc,Ks,7d",Four of a Kind
"Td,Tc","Js,As","7s,Qs","5s,Kd,Ts,Ac,Th",Four of a Kind
"5s,5c","7d,7s","Th,As","5d,4c,6c,Jc,5h",Four of a Kind
"Kc,Kd","Jc,Qc","5d,Ad","Jh,2s,8c,Ks,Kh",Four of a Kind
"6d,6s","Ac,As","Kd,Ad","7s,6h,Jh,6c,3h",Four of a Kind
"Qh,Qc","8s,Ah","8h,8c","9c,Ac,7c,Qs,Qd",Four of a Kind
"5s,5c","Jc,Ah","9s,Qh","8c,Js,5h,4h,5d",Four of a Kind
"8s,8d","6d,6s","3h,Ah","8h,6h,Ac,Kd,8c",Four of a Kind
"8s,8d","Td,Tc","5h,Jh","8h,9d,8c,7s,Jc",Four of a Kind
"Ac,As","Td,Tc","8d,Kd","4c,Ad,2s,Ah,Js",Four of a Kind
"Ac,As","Kc,Kd","7s,Qs","Ah,8s,2c,Qh,Ad",Four of a Kind
"Jc,Jd","Qh,Ah","2h,Ks","Ad,3s,Jh,3h,Js",Four of a Kind
"Js,Ks","Jc,Jd","5h,Qd","2h,Kc,Kh,7c,Kd",Four of a Kind
"Qh,Qc","Jc,Jd","3d,Ac","7s,Th,Qd,8d,Qs",Four of a Kind
"Td,Tc","Qh,Qc","8h,As","Qd,Ts,7h,Jd,Th",Four of a Kind
"Qs,Kh","6d,6s","Ts,Ks","4s,As,Qd,Qc,Qh",Four of a Kind
"7d,7s","Qh,Ah","8s,Jd","7c,9d,Qd,3h,7h",Four of a Kind
"Js,Ks","Th,Kh","3d,Kc","9s,Ts,7h,Qs,4h",Straight Flush
"9d,9h","Kc,Kd","2h,Ks","3s,8s,9c,5h,9s",Four of a Kind
"Ts,Qs","3c,Ac","8h,Qh","Tc,Td,3h,Th,6d",Four of a Kind
"7h,Ac","Jc,Jd","Js,Ks","3h,Ah,Ad,As,Qh",Four of a Kind
"Td,Tc","7d,7s","6d,Ad","Th,Kd,5c,Ts,8c",Four of a Kind
"Ts,Kh","4h,Ah","5h,Qh","Th,Ac,Ks,Td,Tc",Four of a Kind
"8s,As","Jc,Jd","Qd,Kd","6s,2c,Ad,Ah,Ac",Four of a Kind
"6d,6s","4h,Ah","Ks,Ad","9h,6c,3h,Th,6h",Four of a Kind
"Jc,Jd","Ts,Qs","5d,As","Th,Jh,8c,Js,8s",Four of a Kind
"Jc,Jd","Th,Kh","Qd,Kd","Kc,Qc,Js,7h,Jh",Four of a Kind
"Jc,Jd","Qh,Ah","Th,As","Ad,4s,Qs,Js,Jh",Four of a Kind
"5s,5c","Qs,Ks","9h,Ad","4s,3s,As,3c,2s",Straight Flush
"4h,Ah","6d,6s","6c,6h","4d,4s,Td,4c,2s",Four of a Kind
"Jc,Jd","Ac,As","Tc,Ks","Jh,6s,8d,Kh,Js",Four of a Kind
"5s,5c","Qs,Kh","2s,2c","Kc,5d,7c,Qd,5h",Four of a Kind
"8d,Kd","Jc,Jd","8c,Ac","Ts,Ks,Kh,Kc,2h",Four of a Kind
"Td,Tc","Qh,Qc","2s,Js","Ts,7s,Th,5d,4h",Four of a Kind
"7s,As","9d,9h","9c,Ks","7h,Qs,4d,7d,7c",Four of a Kind
"Jc,Jd","Qh,Qc","7d,Ac","2d,Js,4d,Jh,5h",Four of a Kind
"Td,Tc","Kc,Kd","2h,Ks","2c,9h,Jc,Ts,Th",Four of a Kind
"8s,8d","9d,9h","Tc,Ks","Td,7h,8h,9s,8c",Four of a Kind
"7d,7s","Jc,Jd","5d,As","Ts,Kc,2d,7c,7h",Four of a Kind
"Ac,As","Td,Tc","Qs,Kh","Ad,9d,Ah,5d,Qd",Four of a Kind
"9d,9h","Ac,As","6s,Ks","2d,Qh,3s,9s,9c",Four of a Kind
"8d,Kd","9h,Ac","Jc,Qs","Ah,8s,8h,Jh,8c",Four of a Kind
"Jc,Jd","5s,5c","Ts,Ks","Jh,Js,2h,4c,Ah",Four of a Kind
"Ac,As","9d,9h","4h,Qc","Ah,8h,Ad,Tc,Kc",Four of a Kind
"Ac,As","Td,Tc","7d,9d","6s,Qd,Jd,Ah,Ad",Four of a Kind
"Js,Ks","Kc,Kd","2s,As","9c,Qs,9s,Ts,5d",Straight Flush
"5s,5c","Kc,Kd","3d,Qs","5h,7c,Ts,5d,2s",Four of a Kind
"5s,5c","4h,Ah","8h,Jh","5h,Kc,4d,5d,Js",Four of a Kind
"Kc,Kd","Ts,As","2s,2c","Ks,2d,Kh,Tc,4s",Four of a Kind
"Td,Tc","9h,Ac","5d,As","Ts,9c,4c,Kd,Th",Four of a Kind
"8s,8d","Ts,Ac","4s,4d","8h,As,4h,2h,8c",Four of a Kind
"Td,Tc","Qh,Qc","5c,5s","Th,9c,Ts,Kd,6c",Four of a Kind
"Jc,Jd","Qh,Ah","7d,8d","Js,Ac,Jh,9c,6h",Four of a Kind
"Kc,Kd","Jc,Jd","9h,Ad","Kh,Ks,Td,Ac,8d",Four of a Kind
"Td,Tc","6d,6s","7d,9d","2h,Th,4s,Ts,Js",Four of a Kind
"Qh,Qc","9s,Ks","7s,Tc","Ts,9d,3c,Qd,Qs",Four of a Kind
"Kc,Kd","6d,Ad","Th,Qc","Ks,Kh,6h,2s,4h",Four of a Kind
"9d,9h","Jc,Ah","8d,Td","Ac,9c,9s,2d,Qd",Four of a Kind
"Jc,Qc","9d,9h","2s,As","Ks,Tc,8c,Qh,9c",Straight Flush
"8s,Ah","Ac,As","5c,5s","2s,8d,8h,8c,Qh",Four of a Kind
"Kc,Kd","Ts,Ac","9h,Js","Ks,8h,Td,Kh,Qs",Four of a Kind
"9d,9h","Td,Tc","5h,Jh","6d,3d,2c,9s,9c",Four of a Kind
"7d,7s","Qh,Qc","2h,Ks","7c,7h,Tc,Qs,6c",Four of a Kind
"Td,Tc","Ac,As","7h,Kh","Th,Ts,Jc,2c,5h",Four of a Kind
"Jc,Jd","8s,8d","9c,Ks","Jh,8h,Qh,Js,2h",Four of a Kind
"Jc,Jd","Ac,As","9d,Td","Jh,5d,Ts,8d,Js",Four of a Kind
"5s,5c","8s,8d","3d,Qs","5h,5d,7h,Kd,4d",Four of a Kind
"Qh,Qc","6d,6s","9c,Jc","2h,Qd,6c,Qs,Ah",Four of a Kind
"7d,7s","Jc,Jd","4s,Ks","2s,As,7c,7h,5s",Four of a Kind
"5s,5c","8s,8d","8h,8c","9s,5h,7c,4s,5d",Four of a Kind
"9h,Ah","Th,Kh","Js,Qs","4d,9d,Ts,9s,9c",Four of a Kind
"Js,Ks","8d,Kd","4d,Kh","Jd,8c,Jc,Jh,As",Four of a Kind
"Qh,As","Td,Tc","8c,Kh","7c,Qs,2d,Qd,Qc",Four of a Kind
"9d,9h","Td,Tc","Js,Kc","9s,Jd,7d,6d,9c",Four of a Kind
"Kc,Kd","7h,Ac","7s,Qh","Kh,Ad,Ks,5s,8s",Four of a Kind
"Qh,As","Kc,Kd","4s,4d","Qs,Qc,8c,Qd,Ah",Four of a Kind
"Td,Tc","6d,Ad","2s,2c","6h,Ts,4d,Th,Jc",Four of a Kind
"Ac,As","8s,8d","Qs,Kh","7d,Td,Ah,Ad,9c",Four of a Kind
"Ts,Qs","Jc,Jd","8h,8c","As,Js,Ad,4c,Ks",Royal Flush
"Kc,Kd","Ts,Qs","5d,Ad","Qc,Ks,Kh,Js,7c",Four of a Kind
"6d,6s","Td,Tc","7d,9d","2h,6h,6c,Jc,Jd",Four of a Kind
"Qh,Ah","Jc,Jd","9h,Js","Kh,Td,Th,2c,Jh",Royal Flush
"Ts,As","9s,Ks","8h,Qh","Ah,8s,Kh,Ad,Ac",Four of a Kind
"9s,Ks","6d,Ad","5h,Jh","9d,9h,Td,Kd,9c",Four of a Kind
"9d,9h","Ac,As","7s,Js","9s,4h,6c,9c,Ts",Four of a Kind
"9d,9h","Jc,Jd","3d,Ac","8s,9c,5h,Qc,9s",Four of a Kind
"9d,9h","Kd,As","2h,Kh","Ad,3d,9c,Td,9s",Four of a Kind
"Qh,Qc","Kd,As","8c,Ac","8d,Qd,8s,2d,Qs",Four of a Kind
"4h,Ah","Ts,Kh","3s,Qs","Td,As,Ac,Kc,Ad",Four of a Kind
"9h,Ah","Qh,Qc","7d,9d","2c,Ad,Kh,Ac,As",Four of a Kind
"7d,7s","9h,Ac","9c,Ks","As,7c,Qd,7h,3c",Four of a Kind
"Jc,Kh","Kc,Ac","6d,Qh","Jh,Js,Jd,6h,4c",Four of a Kind
"6d,6s","7d,7s","Qs,Kh","5d,4h,6h,Ad,6c",Four of a Kind
"Qh,Qc","Ac,As","2h,Kh","3h,Qs,Qd,3d,Jh",Four of a Kind
"5s,5c","7d,7s","Js,Qs","8h,2d,4d,5h,5d",Four of a Kind
"Td,Tc","7s,As","2c,Ad","Ts,6s,5s,8d,Th",Four of a Kind
"Ts,Qs","Kc,Kd","7s,Qh","Ks,9s,2d,Js,As",Royal Flush
"Qh,Ah","Kc,Ac","9c,Th","Qs,Qc,6s,Qd,Jh",Four of a Kind
"9d,9h","7h,Ac","Js,Kc","Qd,9s,Ad,9c,7d",Four of a Kind
"8s,8d","Jc,Qc","7d,9d","Qh,8c,6c,8h,Jh",Four of a Kind
"Jc,Qc","9d,9h","Js,Ks","Qh,Qs,Ah,Qd,5s",Four of a Kind
"9h,Ac","Td,Tc","3c,Kc","4s,As,Ah,6d,Ad",Four of a Kind
"6d,6s","Jc,Jd","8c,Ac","3c,3d,6h,6c,7h",Four of a Kind
"6d,Ad","Qh,Qc","7d,8d","9h,6c,2h,6s,6h",Four of a Kind
"Ts,Qs","7d,7s","8d,Td","Qh,5s,Qc,Qd,6c",Four of a Kind
"Qh,Ah","Ac,As","3c,Kc","Qd,6d,Qs,Qc,9h",Four of a Kind
"9d,9h","Qh,Ah","6d,As","Th,Jd,7h,Jh,8h",Straight Flush
"7d,7s","Jc,Jd","8h,Jh","7c,7h,8s,2h,Js",Four of a Kind
"Td,Tc","5d,Ad","7d,8d","5h,Th,2s,7c,Ts",Four of a Kind
"8s,8d","Td,Tc","7d,9d","8h,Qs,3s,8c,Kd",Four of a Kind
"8s,As","8d,Kd","7s,Tc","Ad,Ac,8h,Ah,5c",Four of a Kind
"Jc,Jd","Td,Tc","4c,Ac","9c,Js,7s,Jh,3h",Four of a Kind
"8s,8d","Ac,As","4s,Qs","4d,3h,Th,8c,8h",Four of a Kind
"Qh,Qc","8s,8d","7d,Ac","Qs,Kh,6c,Qd,Ah",Four of a Kind
"9d,9h","Jc,Jd","Js,Qs","4s,Qc,9c,Qh,9s",Four of a Kind
"Js,As","9d,9h","6d,Qd","5c,Ad,6c,Ah,Ac",Four of a Kind
"8s,8d","Ac,As","Qh,Ah","6d,2h,8h,8c,Kh",Four of a Kind
"6d,Ad","Qs,Ks","Qh,Ah","6h,2c,Kc,6c,6s",Four of a Kind
"Td,Tc","Jc,Jd","4s,Ac","5c,Ts,2d,Th,Qs",Four of a Kind
"7d,7s","Kc,Kd","8h,As","7c,4d,6h,Ac,7h",Four of a Kind
"4h,Ah","Ts,Kh","9h,Js","Tc,Ad,As,Ac,7c",Four of a Kind
"Qh,As","Js,Ks","3c,Kc","Ad,Ac,Ah,Tc,3s",Four of a Kind
"6d,6s","Jc,Jd","2s,Js","4d,6c,6h,9h,7d",Four of a Kind
"9s,Ks","8s,8d","5c,Tc","4c,Kc,Kd,7h,Kh",Four of a Kind
"3c,Ac","Qh,Qc","6c,6h","Ad,8c,As,Ah,9d",Four of a Kind
"5s,5c","Qh,Ah","Tc,Jh","5h,Kc,6h,Th,5d",Four of a Kind
"Ts,Qs","Th,Kh","5h,Kd","Ks,2d,Js,As,9h",Royal Flush
"Ac,As","Ts,Kh","Tc,Jc","Ad,Ks,Ah,4s,4h",Four of a Kind
"Kc,Kd","3c,Ac","9h,Js","Qc,Ah,As,Kh,Ks",Four of a Kind
"7d,7s","8s,As","5h,Jh","3s,Ah,5c,7c,7h",Four of a Kind
"9d,9h","Kc,Kd","8c,Kh","3d,9c,3c,9s,6d",Four of a Kind
"Js,Ks","Qh,Qc","7c,7d","5s,2d,Kd,Kc,Kh",Four of a Kind
"Ts,As","7h,Ac","2h,Kh","Ah,4c,Th,Tc,Td",Four of a Kind
"Qs,Kh","Qh,Qc","5c,5s","Ks,Kd,Ad,Kc,Ts",Four of a Kind
"6d,6s","Ts,Qs","8h,As","6c,Tc,Qd,9s,6h",Four of a Kind
"Ts,Qs","7d,7s","5c,Tc","4s,Js,9s,Ks,Jc",Straight Flush
"Td,Tc","Qh,Ah","Jc,Qs","Th,Qd,6d,8h,Ts",Four of a Kind
"Jc,Qc","Ac,As","3d,Kc","2h,Jh,9s,Jd,Js",Four of a Kind
"3c,Ac","Ts,Qs","7d,Js","Qh,3s,Jd,3d,3h",Four of a Kind
"9s,Ks","9h,Ah","3d,Jd","Kh,6h,2c,Kc,Kd",Four of a Kind
"6d,6s","9h,Ac","3c,3d","6h,Ah,6c,4d,Th",Four of a Kind
"5s,5c","Js,As","4h,Qc","Ad,5d,5h,Td,Ts",Four of a Kind
"7d,7s","Jc,Qc","2s,Js","Ac,Jd,7h,7c,6h",Four of a Kind
"7d,7s","6d,Ad","8d,Td","Ac,7c,Ts,7h,8c",Four of a Kind
"6d,6s","Qh,Qc","5h,Kd","Jc,6h,9d,6c,4s",Four of a Kind
"Kc,Kd","Jc,Jd","Tc,Jh","3c,2s,6h,Kh,Ks",Four of a Kind
"Qh,Qc","9d,9h","3h,Ah","3c,Qd,9s,4h,Qs",Four of a Kind
"Ts,Qs","Kc,Kd","Tc,Jh","Ad,Qd,Qh,Kh,Qc",Four of a Kind
"9h,Ac","Js,Ks","7d,Td","As,Ah,4s,2s,Ad",Four of a Kind
"Kc,Kd","8s,As","7d,8d","Ah,9d,Kh,Ks,3h",Four of a Kind
"Td,Tc","9h,Ah","3d,Kc","Ac,Th,Ks,Qc,Ts",Four of a Kind
"7d,7s","9d,9h","8c,Ac","7h,2h,7c,6d,Ks",Four of a Kind
"Td,Tc","Ac,As","5c,Kc","3d,Jh,Ts,8c,Th",Four of a Kind
"Jc,Jd","Td,Tc","Ts,Ks","3d,Jh,Qs,Js,5c",Four of a Kind
"Kc,Ac","Td,Tc","6h,Jh","Ah,Ad,6s,As,7h",Four of a Kind
"Qh,Qc","Jc,Ah","7s,Tc","As,9c,Qd,Ts,Qs",Four of a Kind
"Js,Ks","Qh,Qc","5h,Qd","Td,Jd,Jh,Th,Jc",Four of a Kind
"Qh,Ah","Js,Ks","4s,Ac","5h,Kc,Qs,Qd,Qc",Four of a Kind
"6d,Ad","Jc,Kh","5h,Kd","Ac,Ts,Qc,As,Ah",Four of a Kind
"Ts,As","Td,Tc","9c,Ks","Ad,9h,3d,Ac,Ah",Four of a Kind
"Kc,Kd","Qh,Qc","9c,Th","Js,3h,Ks,Jd,Kh",Four of a Kind
"Th,Kh","7h,Ac","Jc,Qs","Qh,Jh,Ad,8h,9h",Straight Flush
"9h,Ac","6d,6s","7s,Qs","7d,5s,9d,9s,9c",Four of a Kind
"Qh,Qc","7s,As","5c,Tc","Qs,3d,7d,9s,Qd",Four of a Kind
"7d,7s","Ac,As","8h,Qd","Kc,9c,7h,Ks,7c",Four of a Kind
"Td,Tc","8s,8d","Js,Ks","5c,Ts,3s,6d,Th",Four of a Kind
"Ts,Qs","Jc,Qc","6d,9d","Jh,Ks,Js,8s,9s",Straight Flush
"7d,7s","Jc,Qc","5h,Qd","7h,7c,5c,4c,9d",Four of a Kind
"Ts,As","9d,9h","6s,Kc","Qc,9s,Ah,Ad,Ac",Four of a Kind
"Jc,Qc","8s,8d","4d,Kh","Qd,As,Qs,3s,Qh",Four of a Kind
"Jc,Qc","Ts,As","6d,9d","Ac,Tc,2h,Kc,2s",Royal Flush
"7d,7s","Qh,Ah","2s,Js","7c,Qc,9c,8d,7h",Four of a Kind
"8s,8d","Ac,As","3h,Ah","2s,8c,5s,8h,Ks",Four of a Kind
"Jc,Jd","6d,6s","9c,Th","3c,Js,4h,6c,Jh",Four of a Kind
"8s,8d","Ts,Kh","7d,Td","Ks,Js,8h,Jc,8c",Four of a Kind
"Qs,Ks","6d,6s","Tc,Jh","3h,2d,Qd,Qh,Qc",Four of a Kind
"Ts,Qs","8s,As","4d,Kh","8d,2d,Tc,Td,Th",Four of a Kind
"5s,5c","Td,Tc","6d,Ad","5d,7h,Ah,5h,Ts",Four of a Kind
"8s,8d","Kd,As","Qh,Ah","2c,Kh,Qd,8h,8c",Four of a Kind
"Ac,As","Kc,Kd","4d,Kh","6h,Ah,8d,4h,Ad",Four of a Kind
"Jc,Jd","7h,Ac","9c,Ks","Kc,2c,7c,Js,Jh",Four of a Kind
"3c,Ac","8s,8d","7s,Tc","2h,4h,Ad,As,Ah",Four of a Kind
"6d,6s","Td,Tc","9h,Kh","6h,7h,Qs,Qc,6c",Four of a Kind
"Ts,Qs","Kd,As","7s,Tc","Qh,Qc,Qd,Jc,5s",Four of a Kind
"Jc,Jd","Kc,Kd","Ts,Ks","3d,Jh,Kh,2d,Js",Four of a Kind
"6d,Ad","7d,7s","9s,As","6h,Kc,6c,6s,5c",Four of a Kind
"9s,Ks","8s,8d","Qs,Kh","Ad,3s,9d,9h,9c",Four of a Kind
"Qs,Ks","Td,Tc","6d,As","Kh,8s,Kc,Kd,4h",Four of a Kind
"6d,6s","Ts,Kh","5h,Jh","Tc,4c,6c,6h,Ad",Four of a Kind
"Js,As","7d,7s","2c,Ad","Qs,2s,Ks,Ts,9h",Royal Flush
"Td,Tc","Jc,Jd","6d,9d","Th,5s,2h,5d,Ts",Four of a Kind
"7d,7s","Kc,Kd","5h,Jh","7c,7h,8d,Qc,4d",Four of a Kind
"Td,Tc","Kd,As","Jc,Qs","Kh,7s,Th,4h,Ts",Four of a Kind
"Kc,Kd","9d,9h","3c,3d","6s,Ks,8c,5h,Kh",Four of a Kind
"Qh,As","Td,Tc","7s,Js","Qd,7d,Qc,Qs,Jc",Four of a Kind
"9h,Ac","Jc,Jd","6h,Jh","Td,Ad,Ah,3s,As",Four of a Kind
"9s,9d","Qd,Qc","5s,Js","7c,9c,Ad,Qs,9h",Four of a Kind
"9s,9d","Ah,As","3h,3c","9c,5d,Ad,9h,Ks",Four of a Kind
"Td,Tc","Kd,Kh","4h,4d","Ts,Th,5d,Kc,6h",Four of a Kind
"6d,6h","Ah,As","4h,Jh","8c,6s,Ac,6c,Ts",Four of a Kind
"5s,5d","8s,8c","Td,Kd","7c,5h,8h,7d,5c",Four of a Kind
"9h,9d","Qs,Qd","8c,Ac","9c,6s,Tc,Qc,9s",Four of a Kind
"Th,Td","As,Ah","4d,Jd","Jh,Ks,Ts,Ac,Tc",Four of a Kind
"8c,8d","As,Ah","3s,3h","Tc,8h,Ad,8s,Kc",Four of a Kind
"Js,Jc","Ah,As","7h,Qc","3s,3h,Ac,Jh,Jd",Four of a Kind
"8s,8c","Qs,Qd","7h,9h","8h,4s,Tc,Qh,8d",Four of a Kind
"Jd,Jc","Qs,Qc","5c,Tc","4s,Qh,Js,As,Jh",Four of a Kind
"8h,8s","Qd,Qs","6h,Kh","8d,As,2h,Qh,8c",Four of a Kind
"6d,6h","Td,Tc","7s,As","Ad,6c,6s,Th,2d",Four of a Kind
"7s,7c","Js,Jc","6c,Qd","4c,2d,7h,Jd,7d",Four of a Kind
"6d,6h","7s,7c","Jd,Ac","6c,Kc,6s,3h,7d",Four of a Kind
"Th,Td","Qs,Qd","6c,Qh","3d,Qc,Tc,3c,Ts",Four of a Kind
"6c,6h","9h,9d","5c,5s","6d,9c,6s,Tc,2d",Four of a Kind
"7s,7c","8c,8s","6h,Jh","7h,8h,7d,Jd,2d",Four of a Kind
"8c,8s","9s,9d","4h,Jh","8d,Td,Kd,9c,8h",Four of a Kind
"5s,5d","Js,Jh","3d,Ac","5c,Qh,5h,Kd,Jc",Four of a Kind
"Td,Tc","7s,7c","3s,Ks","7d,4h,Qh,Th,Ts",Four of a Kind
"Ah,Ad","Qs,Qd","8h,Kd","Qh,As,4s,7c,Ac",Four of a Kind
"Ad,Ac","7h,7c","3h,Kh","Ah,7s,As,8s,5c",Four of a Kind
"Qd,Qc","6d,6h","9c,Ac","6s,Qh,Th,Qs,Ks",Four of a Kind
"6d,6h","5h,5d","9h,Th","3h,Td,5s,6c,6s",Four of a Kind
"Js,Jc","7s,7c","9c,Ts","Jh,7h,Jd,5s,8h",Four of a Kind
"Ah,Ad","7c,7s","3h,Kh","Ac,5d,As,9h,7h",Four of a Kind
"Js,Ks","Td,Tc","5s,Ah","Ts,Qc,Qs,As,3s",Royal Flush
"9h,9c","6s,As","5d,Jd","3h,9s,7s,Ks,9d",Four of a Kind
"Td,Tc","4s,As","Kc,Ah","9s,Ts,8s,Th,7h",Four of a Kind
"9s,9d","Jh,Ah","5s,Js","9h,As,9c,6h,4h",Four of a Kind
"Kc,Ks","7c,7s","6h,Jd","7h,Kh,4d,Ac,Kd",Four of a Kind
"Qh,Qs","8s,8h","Ts,Kc","Qc,4h,8c,Kd,Qd",Four of a Kind
"Kd,Kh","Tc,Ac","9d,Ah","Qc,Ks,Kc,6c,7s",Four of a Kind
"7s,7c","9d,Kd","5s,Ah","7h,7d,Ad,5d,8d",Four of a Kind
"5s,5d","9c,Ac","8s,9h","5c,6c,5h,9d,8c",Four of a Kind
"9h,9d","Kc,Ac","6h,Ks","9c,Qc,9s,4c,2c",Four of a Kind
"Qd,Qc","9s,9d","6h,Jh","Qh,8d,Qs,4c,9c",Four of a Kind
"Jd,Jc","9h,Ah","8c,Qc","Js,8h,Jh,4d,Kh",Four of a Kind
"Js,Jc","7c,Ad","Ts,Kh","Ah,As,Jd,Jh,5c",Four of a Kind
"Td,Tc","Ah,As","3h,Qh","Ts,Th,9s,6s,Qs",Four of a Kind
"9s,9d","Th,Qh","4h,4d","Td,2h,Ah,9h,9c",Four of a Kind
"Kc,Ks","Jd,Ad","5h,Qh","8d,Kd,Kh,5d,3c",Four of a Kind
"6d,6h","Ks,As","7h,7c","4s,6s,6c,9s,8h",Four of a Kind
"Th,Tc","5s,As","6h,Ah","Ac,Qs,2s,Ts,Td",Four of a Kind
"7d,Ad","Kd,Kh","8s,Js","4h,Ah,Jd,As,Ac",Four of a Kind
"Qc,Kh","Ah,As","5c,Kc","Qs,Qh,2s,9d,Qd",Four of a Kind
"4d,Ad","9d,Kd","7h,Qs","3d,2d,8d,5d,9c",Straight Flush
"8h,Ah","9s,9d","6h,Kh","8d,8s,8c,9c,4h",Four of a Kind
"Jc,Kd","8d,Ad","Tc,Qs","Jd,Td,8h,Qd,9d",Straight Flush
